id,sex,weight,height,bmi
Y12004,Male,79.38,1.75,25.84
Y12006,Male,68.04,1.85,19.79
Y12007,Male,81.65,1.88,23.11
Y12011,Male,47.63,1.75,15.51
Y12013,Male,76.2,1.88,21.57
Y12014,Female,102.06,1.68,36.32
Y12023,Female,44.91,1.52,19.33
Y12025,Female,78.47,1.65,28.79
Y12028,Male,88.45,1.8,27.2
Y12029,Male,112.04,1.75,36.48
Y12031,Female,63.5,1.57,25.61
Y12033,Male,79.38,1.83,23.73
Y12034,Male,117.93,1.73,39.53
Y12035,Male,77.11,1.7,26.63
Y12037,Male,111.13,1.8,34.17
Y12040,Male,97.52,1.88,27.6
Y12041,Male,83.91,1.65,30.79
Y12043,Male,81.65,1.75,26.58
Y12045,Male,74.84,1.73,25.09
Y12046,Male,81.65,1.8,25.1
Y12047,Male,104.33,1.9,28.75
Y12048,Male,72.57,1.8,22.32
Y12053,Male,71.67,1.68,25.5
Y12055,Male,85.73,1.85,24.94
Y12056,Male,77.11,1.88,21.83
Y12059,Male,81.65,1.78,25.83
Y12061,Male,79.38,1.8,24.41
Y12066,Male,108.86,1.83,32.55
Y12067,Male,77.11,1.8,23.71
Y12068,Male,147.42,1.7,50.9
Y12069,Male,70.31,2.11,15.82
Y12070,Male,79.38,1.6,31.0
Y12072,Male,63.5,1.65,23.3
Y12074,Male,79.38,1.68,28.25
Y12078,Male,77.11,1.75,25.1
Y12080,Male,104.33,1.98,26.58
Y12081,Male,58.97,1.6,23.03
Y12082,Male,70.31,1.68,25.02
Y12083,Male,81.65,1.85,23.75
Y12084,Male,66.22,1.73,22.2
Y12085,Male,79.38,1.8,24.41
Y12088,Male,74.84,1.68,26.63
Y12091,Male,92.08,1.9,25.37
Y12092,Male,99.79,1.8,30.68
Y12095,Male,131.54,1.93,35.3
Y12097,Male,77.11,1.8,23.71
Y12098,Male,95.25,1.8,29.29
Y12102,Male,92.08,1.85,26.78
Y12103,Male,95.71,1.75,31.16
Y12104,Male,81.65,1.8,25.1
Y12106,Male,73.03,1.83,21.84
Y12108,Male,64.41,1.65,23.63
Y12109,Male,90.72,1.8,27.89
Y12110,Male,99.79,1.75,32.49
Y12113,Male,68.04,1.73,22.81
Y12114,Male,88.45,1.83,26.45
Y12117,Male,70.31,1.78,22.24
Y12121,Male,74.84,1.78,23.67
Y12122,Male,89.81,1.8,27.62
Y12124,Female,124.74,1.68,44.39
Y12127,Male,100.7,1.7,34.77
Y12128,Female,77.11,1.78,24.39
Y12131,Male,99.34,1.85,28.89
Y12137,Male,70.76,1.83,21.16
Y12138,Male,99.34,1.68,35.35
Y12139,Male,68.04,1.83,20.34
Y12142,Male,65.77,1.73,22.05
Y12143,Male,87.09,1.8,26.78
Y12146,Female,58.06,1.65,21.3
Y12147,Female,72.12,1.55,30.04
Y12151,Male,68.04,1.57,27.44
Y12154,Male,99.79,1.75,32.49
Y12155,Male,68.04,1.75,22.15
Y12156,Male,68.04,1.8,20.92
Y12157,Male,142.88,1.8,43.93
Y12159,Male,81.65,1.8,25.1
Y12163,Male,73.03,1.88,20.67
Y12164,Male,100.24,1.83,29.97
Y12166,Male,74.84,1.85,21.77
Y12167,Male,65.77,1.8,20.22
Y12168,Male,88.0,1.83,26.31
Y12169,Male,77.11,1.7,26.63
Y12173,Male,92.53,1.88,26.19
Y12174,Male,95.25,1.63,36.05
Y12175,Male,83.01,1.65,30.45
Y12176,Male,81.65,1.83,24.41
Y12177,Male,83.01,1.7,28.66
Y12178,Male,86.18,1.8,26.5
Y12181,Male,70.31,1.88,19.9
Y12182,Male,73.48,1.73,24.63
Y12186,Male,76.2,1.78,24.11
Y12188,Male,99.79,1.88,28.25
Y12189,Male,70.31,1.73,23.57
Y12190,Male,90.72,1.78,28.7
Y12191,Male,95.25,1.83,28.48
Y12193,Female,95.25,1.73,31.93
Y12200,Male,88.45,1.78,27.98
Y12201,Male,86.18,1.8,26.5
Y12202,Male,102.06,1.8,31.38
Y12204,Male,90.26,1.78,28.55
Y12207,Male,70.31,1.8,21.62
Y12208,Male,65.77,1.78,20.81
Y12213,Female,70.31,1.55,29.29
Y12220,Male,59.87,1.85,17.42
Y12222,Male,94.35,1.73,31.63
Y12224,Male,65.77,1.8,20.22
Y12225,Male,131.54,1.88,37.23
Y12226,Female,108.41,1.7,37.43
Y12227,Male,90.72,1.73,30.41
Y12228,Male,83.91,1.83,25.09
Y12229,Male,90.72,1.68,32.28
Y12230,Male,63.5,1.7,21.93
Y12231,Male,73.94,1.75,24.07
Y12232,Male,95.25,1.96,24.9
Y12233,Male,90.72,1.8,27.89
Y12234,Male,84.82,1.7,29.29
Y12235,Male,81.65,1.8,25.1
Y12237,Male,82.55,1.75,26.88
Y12246,Male,84.82,1.8,26.08
Y12248,Male,83.91,1.75,27.32
Y12251,Male,95.71,1.8,29.43
Y12254,Male,86.18,1.68,30.67
Y12255,Male,91.17,1.68,32.44
Y12257,Male,68.04,1.68,24.21
Y12258,Male,65.77,1.7,22.71
Y12259,Male,95.25,1.83,28.48
Y12260,Male,81.65,1.8,25.1
Y12261,Male,68.04,1.7,23.49
Y12262,Male,78.93,1.68,28.08
Y12263,Male,81.65,1.8,25.1
Y12274,Male,68.95,1.55,28.72
Y12275,Female,121.11,1.7,41.82
Y12278,Female,72.57,1.6,28.34
Y12279,Male,106.59,1.88,30.17
Y12282,Female,52.16,1.57,21.03
Y12283,Male,100.24,1.68,35.67
Y12284,Male,81.65,1.7,28.19
Y12285,Male,104.33,1.73,34.97
Y12287,Male,104.33,1.75,33.96
Y12288,Male,104.33,1.75,33.96
Y12289,Male,174.63,1.88,49.43
Y12290,Male,88.45,1.88,25.04
Y12292,Male,63.5,1.85,18.47
Y12293,Male,113.4,1.85,32.98
Y12294,Male,84.37,1.78,26.69
Y12297,Male,83.91,1.78,26.54
Y12298,Male,81.65,1.68,29.05
Y12299,Male,72.12,1.7,24.9
Y12301,Male,81.65,1.78,25.83
Y12302,Male,103.87,1.75,33.82
Y12307,Male,122.02,1.73,40.9
Y12309,Male,68.04,1.55,28.34
Y12310,Male,87.54,1.8,26.92
Y12311,Male,92.99,1.7,32.11
Y12312,Male,83.91,1.73,28.13
Y12313,Male,78.02,1.85,22.69
Y12319,Male,90.72,1.83,27.12
Y12323,Male,87.09,1.73,29.19
Y12324,Male,100.7,1.75,32.78
Y12326,Male,86.18,1.73,28.89
Y12327,Male,115.67,1.88,32.74
Y12330,Male,58.97,1.68,20.98
Y12331,Male,81.65,1.65,29.95
Y12332,Male,78.47,1.9,21.62
Y12333,Female,97.98,1.75,31.9
Y12334,Male,68.04,1.78,21.52
Y12335,Male,81.65,1.78,25.83
Y12338,Male,77.11,1.88,21.83
Y12341,Male,104.33,1.73,34.97
Y12346,Male,72.57,1.68,25.82
Y12347,Male,81.19,1.88,22.98
Y12348,Male,106.59,1.8,32.78
Y12349,Male,68.04,1.68,24.21
Y12350,Male,83.91,1.8,25.8
Y12351,Male,99.79,1.68,35.51
Y12352,Male,74.84,1.78,23.67
Y12355,Male,91.63,1.83,27.4
Y12360,Male,83.91,1.8,25.8
Y12364,Male,95.25,1.9,26.25
Y12365,Male,81.65,1.75,26.58
Y12369,Male,85.73,1.8,26.36
Y12370,Male,84.82,1.73,28.43
Y12375,Male,127.01,1.8,39.05
Y12376,Male,90.72,1.9,25.0
Y12379,Male,68.04,1.83,20.34
Y12381,Female,88.45,1.78,27.98
Y12385,Male,90.72,1.75,29.53
Y12386,Male,77.11,1.83,23.06
Y12387,Male,65.77,1.75,21.41
Y12388,Male,63.5,1.8,19.53
Y12389,Male,86.18,1.83,25.77
Y12392,Male,81.65,1.7,28.19
Y12393,Male,86.18,1.83,25.77
Y12394,Male,65.77,1.73,22.05
Y12402,Male,72.12,1.63,27.29
Y12403,Male,68.04,1.7,23.49
Y12405,Female,116.12,1.73,38.92
Y12406,Male,92.99,1.88,26.32
Y12407,Male,74.39,1.85,21.64
Y12408,Male,73.94,1.68,26.31
Y12410,Male,77.11,1.78,24.39
Y12411,Male,82.55,1.8,25.38
Y12412,Male,88.9,1.65,32.62
Y12413,Male,113.4,1.9,31.25
Y12414,Male,68.04,1.83,20.34
Y12416,Male,83.91,1.73,28.13
Y12417,Male,86.18,1.68,30.67
Y12418,Male,72.57,1.7,25.06
Y12420,Male,88.45,1.83,26.45
Y12421,Male,90.72,1.68,32.28
Y12423,Male,77.11,1.75,25.1
Y12424,Male,110.68,1.85,32.19
Y12427,Male,81.65,1.68,29.05
Y12428,Male,72.57,1.7,25.06
Y12429,Male,68.04,1.75,22.15
Y12430,Male,79.38,1.73,26.61
Y12431,Male,63.5,1.73,21.29
Y12433,Male,108.86,1.85,31.66
Y12434,Male,72.57,1.75,23.63
Y12440,Male,68.04,1.73,22.81
Y12442,Male,68.04,1.75,22.15
Y12444,Male,121.56,1.78,38.45
Y12446,Male,63.5,1.7,21.93
Y12448,Male,68.04,1.78,21.52
Y12452,Male,73.03,1.83,21.84
Y12453,Male,81.65,1.75,26.58
Y12455,Male,95.25,1.83,28.48
Y12457,Male,90.72,1.78,28.7
Y12464,Male,102.06,1.93,27.39
Y12465,Male,77.11,1.8,23.71
Y12467,Male,81.65,1.85,23.75
Y12469,Male,70.31,1.7,24.28
Y12470,Male,56.7,1.7,19.58
Y12471,Male,61.23,1.7,21.14
Y12473,Male,90.72,1.8,27.89
Y12480,Female,102.51,1.7,35.4
Y12482,Male,90.72,1.83,27.12
Y12483,Male,73.94,1.68,26.31
Y12486,Male,84.37,1.78,26.69
Y12490,Male,74.84,1.73,25.09
Y12494,Male,72.57,1.75,23.63
Y12500,Male,124.74,1.75,40.61
Y12503,Male,72.57,1.7,25.06
Y12505,Male,65.77,1.8,20.22
Y12506,Male,59.87,1.8,18.41
Y12507,Male,72.57,1.7,25.06
Y12508,Male,99.79,1.68,35.51
Y12511,Male,95.25,1.78,30.13
Y12512,Male,108.86,1.78,34.44
Y12513,Male,95.25,1.85,27.71
Y12514,Male,97.52,1.78,30.85
Y12515,Male,81.65,1.8,25.1
Y12516,Male,89.81,1.8,27.62
Y12518,Male,81.65,1.68,29.05
Y12521,Male,59.87,1.73,20.07
Y12522,Male,68.04,1.65,24.96
Y12524,Male,90.72,1.93,24.34
Y12526,Male,83.91,1.83,25.09
Y12527,Male,73.03,1.78,23.1
Y12528,Male,78.93,1.65,28.95
Y12529,Male,78.93,1.78,24.97
Y12530,Male,83.91,1.83,25.09
Y12533,Male,92.99,1.65,34.11
Y12535,Female,98.88,1.68,35.19
Y12536,Female,77.11,1.57,31.09
Y12537,Female,68.95,1.75,22.45
Y12539,Male,107.5,1.83,32.14
Y12541,Male,105.23,1.83,31.46
Y12542,Male,65.77,1.7,22.71
Y12544,Male,64.41,1.78,20.37
Y12546,Male,79.38,1.88,22.47
Y12549,Male,68.04,1.7,23.49
Y12550,Male,86.18,1.75,28.06
Y12551,Male,113.4,1.78,35.87
Y12552,Male,77.11,1.75,25.1
Y12554,Male,72.57,1.7,25.06
Y12555,Male,81.65,1.78,25.83
Y12557,Male,88.45,1.75,28.8
Y12560,Male,83.01,1.73,27.82
Y12562,Male,68.04,1.7,23.49
Y12565,Male,87.54,1.83,26.18
Y12568,Male,77.11,1.83,23.06
Y12571,Male,108.86,1.9,30.0
Y12572,Male,78.47,1.85,22.82
Y12574,Male,83.46,1.75,27.17
Y12580,Male,61.23,1.63,23.17
Y12583,Male,111.13,1.78,35.15
Y12587,Male,95.25,1.7,32.89
Y12588,Male,74.84,1.78,23.67
Y12589,Male,83.91,1.78,26.54
Y12591,Male,61.23,1.68,21.79
Y12592,Male,72.57,1.88,20.54
Y12593,Male,86.18,1.65,31.62
Y12596,Male,121.56,1.75,39.58
Y12597,Male,72.57,1.75,23.63
Y12599,Male,73.03,1.75,23.78
Y12600,Male,90.72,1.7,31.32
Y12601,Male,94.35,1.73,31.63
Y12603,Male,79.38,1.78,25.11
Y12604,Male,68.04,1.75,22.15
Y12608,Male,81.65,1.78,25.83
Y12609,Male,86.18,1.68,30.67
Y12610,Male,96.16,1.83,28.75
Y12611,Female,77.11,1.6,30.11
Y12612,Female,65.32,1.63,24.72
Y12615,Male,86.18,1.7,29.76
Y12617,Male,54.43,1.65,19.97
Y12618,Male,83.46,1.88,23.62
Y12620,Male,74.84,1.83,22.38
Y12621,Male,65.77,1.63,24.89
Y12623,Male,90.72,1.83,27.12
Y12625,Male,81.19,1.68,28.89
Y12626,Male,89.36,1.68,31.8
Y12629,Male,60.33,1.6,23.56
Y12630,Male,74.84,1.8,23.01
Y12631,Male,70.31,1.73,23.57
Y12632,Male,97.07,1.7,33.52
Y12635,Male,90.72,1.85,26.39
Y12637,Male,65.77,1.78,20.81
Y12638,Male,81.65,1.9,22.5
Y12640,Male,125.19,1.9,34.5
Y12642,Male,79.38,1.65,29.12
Y12643,Male,70.31,1.78,22.24
Y12644,Male,88.45,1.8,27.2
Y12645,Male,81.65,1.75,26.58
Y12654,Female,99.79,1.57,40.24
Y12657,Female,68.04,1.63,25.75
Y12660,Male,86.18,1.8,26.5
Y12661,Male,65.32,1.78,20.66
Y12662,Male,88.45,1.88,25.04
Y12664,Male,102.06,1.68,36.32
Y12667,Male,79.38,1.88,22.47
Y12668,Male,61.23,1.65,22.46
Y12669,Male,106.59,1.8,32.78
Y12670,Male,88.45,1.73,29.65
Y12673,Male,104.33,1.83,31.19
Y12675,Male,103.87,1.8,31.94
Y12676,Male,74.84,1.83,22.38
Y12678,Male,90.72,1.8,27.89
Y12679,Female,77.56,1.52,33.4
Y12680,Male,95.25,1.73,31.93
Y12683,Male,62.14,1.85,18.07
Y12686,Male,102.06,1.7,35.24
Y12688,Male,93.44,1.8,28.73
Y12690,Male,99.79,1.8,30.68
Y12691,Male,112.94,1.9,31.12
Y12692,Male,104.33,1.8,32.08
Y12694,Male,72.57,1.8,22.32
Y12698,Male,97.98,1.78,30.99
Y12701,Male,116.12,1.78,36.73
Y12702,Male,68.04,1.68,24.21
Y12703,Male,86.18,1.88,24.39
Y12705,Male,70.31,1.65,25.79
Y12706,Male,81.65,1.78,25.83
Y12711,Male,90.72,1.68,32.28
Y12712,Male,77.56,1.68,27.6
Y12715,Male,109.77,1.85,31.93
Y12716,Male,85.28,1.83,25.5
Y12717,Male,72.57,1.78,22.96
Y12719,Male,81.65,1.75,26.58
Y12722,Male,91.17,1.78,28.84
Y12723,Male,79.38,1.83,23.73
Y12727,Male,90.72,1.75,29.53
Y12728,Male,79.38,1.73,26.61
Y12731,Male,81.65,1.75,26.58
Y12740,Male,63.5,1.7,21.93
Y12743,Male,98.88,1.88,27.99
Y12746,Male,90.72,1.68,32.28
Y12750,Male,74.84,1.78,23.67
Y12752,Male,111.13,1.9,30.62
Y12753,Male,68.04,1.78,21.52
Y12755,Male,81.65,1.73,27.37
Y12759,Male,72.57,1.83,21.7
Y12761,Male,74.84,1.63,28.32
Y12763,Male,79.38,1.73,26.61
Y12764,Female,70.31,1.73,23.57
Y12769,Male,63.96,1.68,22.76
Y12771,Male,81.65,1.8,25.1
Y12772,Male,102.97,1.73,34.51
Y12780,Male,54.43,1.63,20.6
Y12781,Male,58.97,1.65,21.63
Y12784,Male,58.97,1.73,19.77
Y12785,Male,176.9,1.88,50.07
Y12786,Male,102.97,1.78,32.57
Y12788,Male,64.86,1.78,20.52
Y12789,Male,79.38,1.73,26.61
Y12790,Male,113.4,1.73,38.01
Y12793,Male,68.04,1.68,24.21
Y12794,Male,90.72,1.78,28.7
Y12795,Male,72.57,1.73,24.33
Y12797,Male,113.4,1.9,31.25
Y12798,Female,43.54,1.57,17.56
Y12799,Male,101.6,1.85,29.55
Y12800,Male,94.8,1.8,29.15
Y12801,Male,83.91,1.8,25.8
Y12802,Male,97.52,1.8,29.99
Y12803,Male,95.25,1.75,31.01
Y12804,Male,72.57,1.75,23.63
Y12806,Male,78.02,1.73,26.15
Y12810,Male,83.46,1.78,26.4
Y12813,Female,77.56,1.75,25.25
Y12815,Female,93.89,1.7,32.42
Y12820,Female,101.15,1.63,38.28
Y12821,Male,79.38,1.8,24.41
Y12822,Male,122.47,1.88,34.67
Y12823,Male,90.72,1.78,28.7
Y12825,Male,79.38,1.7,27.41
Y12828,Male,54.43,1.6,21.26
Y12830,Male,95.25,1.75,31.01
Y12832,Male,74.84,1.75,24.37
Y12833,Male,97.52,1.88,27.6
Y12834,Male,83.91,1.85,24.41
Y12836,Male,76.2,1.75,24.81
Y12840,Male,79.38,1.75,25.84
Y12844,Male,123.38,1.83,36.89
Y12845,Male,78.93,1.7,27.25
Y12848,Male,68.04,1.75,22.15
Y12849,Male,77.11,1.85,22.43
Y12850,Female,106.59,1.63,40.34
Y12851,Male,63.5,1.65,23.3
Y12854,Male,68.49,1.8,21.06
Y12859,Male,70.31,1.7,24.28
Y12862,Male,99.79,1.83,29.84
Y12863,Male,68.04,1.8,20.92
Y12864,Male,68.04,1.75,22.15
Y12866,Male,63.5,1.75,20.67
Y12867,Male,72.57,1.78,22.96
Y12868,Male,79.38,1.73,26.61
Y12869,Male,77.11,1.75,25.1
Y12870,Male,89.81,1.85,26.12
Y12871,Male,81.65,1.83,24.41
Y12873,Male,64.41,1.78,20.37
Y12875,Male,76.2,1.7,26.31
Y12877,Male,86.18,1.8,26.5
Y12881,Male,68.04,1.75,22.15
Y12882,Female,56.7,1.6,22.14
Y12884,Female,58.97,1.57,23.78
Y12888,Male,99.79,1.85,29.03
Y12889,Male,68.04,1.75,22.15
Y12890,Male,68.04,1.68,24.21
Y12893,Male,79.38,1.75,25.84
Y12894,Male,81.65,1.78,25.83
Y12896,Male,74.84,1.8,23.01
Y12898,Male,110.22,1.7,38.06
Y12899,Male,64.86,1.55,27.02
Y12901,Male,83.91,1.85,24.41
Y12902,Male,70.31,1.78,22.24
Y12903,Male,95.25,1.9,26.25
Y12906,Male,68.95,1.78,21.81
Y12910,Male,92.99,1.7,32.11
Y12911,Male,92.08,1.78,29.13
Y12914,Female,65.77,1.68,23.4
Y12915,Male,72.57,1.65,26.63
Y12916,Male,74.84,1.78,23.67
Y12917,Male,63.5,1.7,21.93
Y12920,Male,115.67,1.65,42.43
Y12921,Male,113.4,1.85,32.98
Y12922,Male,59.42,1.68,21.14
Y12925,Female,77.11,1.63,29.18
Y12929,Male,97.52,1.85,28.37
Y12932,Male,77.11,1.8,23.71
Y12936,Male,74.84,1.78,23.67
Y12938,Male,106.14,1.85,30.87
Y12940,Male,95.25,1.73,31.93
Y12942,Male,64.41,1.63,24.37
Y12943,Male,79.38,1.75,25.84
Y12944,Male,97.52,1.78,30.85
Y12945,Male,110.68,1.96,28.93
Y12946,Male,86.18,1.83,25.77
Y12949,Male,74.39,1.75,24.22
Y12950,Female,70.76,1.7,24.43
Y12954,Male,72.57,1.78,22.96
Y12955,Male,81.65,1.75,26.58
Y12956,Male,77.11,1.83,23.06
Y12957,Male,68.04,1.7,23.49
Y12958,Male,83.91,1.7,28.97
Y12959,Male,80.74,1.83,24.14
Y12961,Male,70.31,1.75,22.89
Y12964,Male,80.29,1.78,25.4
Y12965,Male,83.01,1.8,25.52
Y12967,Male,68.04,1.73,22.81
Y12968,Male,81.65,1.7,28.19
Y12971,Male,82.55,1.83,24.68
Y12973,Male,104.33,1.83,31.19
Y12975,Male,106.59,1.8,32.78
Y12978,Male,99.79,1.73,33.45
Y12979,Male,88.9,1.88,25.16
Y12980,Female,68.04,1.68,24.21
Y12981,Female,74.84,1.63,28.32
Y12982,Male,76.2,1.65,27.96
Y12983,Female,67.13,1.75,21.86
Y12992,Male,92.99,1.83,27.8
Y12993,Male,,,
Y12997,Male,110.68,1.9,30.5
Y13000,Male,88.45,1.9,24.37
Y13002,Male,81.65,1.83,24.41
Y13003,Male,61.23,1.83,18.31
Y13005,Male,101.15,1.68,35.99
Y13006,Male,68.04,1.65,24.96
Y13012,Male,77.11,1.85,22.43
Y13013,Male,81.65,1.8,25.1
Y13015,Male,70.31,1.65,25.79
Y13017,Male,85.28,1.8,26.22
Y13018,Male,92.99,1.73,31.17
Y13019,Male,68.04,1.78,21.52
Y13020,Male,58.97,1.68,20.98
Y13021,Male,88.45,1.78,27.98
Y13022,Male,97.98,1.85,28.5
Y13023,Male,74.84,1.68,26.63
Y13025,Male,89.81,1.8,27.62
Y13026,Male,100.7,1.88,28.5
Y13028,Male,82.1,1.83,24.55
Y13029,Male,86.18,1.85,25.07
Y13032,Male,83.91,1.85,24.41
Y13033,Male,102.06,1.75,33.23
Y13034,Male,74.84,1.7,25.84
Y13035,Male,78.02,1.8,23.99
Y13039,Male,102.06,1.88,28.89
Y13042,Male,77.11,1.78,24.39
Y13044,Male,90.72,1.7,31.32
Y13045,Male,72.12,1.7,24.9
Y13047,Male,79.38,1.78,25.11
Y13049,Male,77.11,1.73,25.85
Y13051,Male,85.28,1.78,26.97
Y13052,Female,92.99,1.65,34.11
Y13053,Female,81.19,1.57,32.74
Y13058,Male,70.31,1.8,21.62
Y13059,Male,61.23,1.65,22.46
Y13065,Male,84.37,1.83,25.23
Y13066,Male,81.65,1.8,25.1
Y13070,Male,72.57,1.78,22.96
Y13071,Male,92.99,1.78,29.41
Y13072,Male,67.13,1.65,24.63
Y13073,Male,75.3,1.85,21.9
Y13074,Male,99.79,1.8,30.68
Y13075,Male,87.09,1.8,26.78
Y13078,Male,72.57,1.73,24.33
Y13080,Male,86.18,1.68,30.67
Y13090,Male,143.79,1.9,39.62
Y13091,Male,65.77,1.83,19.67
Y13093,Male,73.48,1.68,26.15
Y13095,Female,66.22,1.57,26.7
Y13101,Male,101.15,1.78,32.0
Y13103,Male,102.06,1.83,30.52
Y13104,Male,83.91,1.8,25.8
Y13106,Male,78.93,1.7,27.25
Y13108,Male,73.94,1.65,27.12
Y13110,Male,71.67,1.7,24.75
Y13113,Male,95.25,1.75,31.01
Y13114,Male,86.18,1.85,25.07
Y13115,Male,77.11,1.8,23.71
Y13116,Female,64.86,1.68,23.08
Y13117,Female,64.41,1.63,24.37
Y13118,Male,72.57,1.78,22.96
Y13119,Male,97.52,1.8,29.99
Y13121,Female,74.39,1.63,28.15
Y13122,Male,112.04,1.83,33.5
Y13127,Male,63.5,1.8,19.53
Y13134,Male,90.72,1.83,27.12
Y13135,Male,72.57,1.75,23.63
Y13136,Male,65.77,1.63,24.89
Y13141,Male,72.57,1.57,29.26
Y13144,Male,72.57,1.75,23.63
Y13145,Male,65.77,1.6,25.69
Y13146,Male,70.31,1.73,23.57
Y13154,Male,68.04,1.8,20.92
Y13156,Male,51.71,1.6,20.19
Y13160,Male,68.04,1.73,22.81
Y13162,Male,81.65,1.85,23.75
Y13163,Male,72.57,1.8,22.32
Y13164,Male,117.48,1.85,34.17
Y13165,Male,102.06,1.8,31.38
Y13167,Male,83.91,1.85,24.41
Y13169,Male,83.91,1.78,26.54
Y13171,Male,104.33,1.75,33.96
Y13178,Female,109.32,1.7,37.75
Y13180,Female,97.52,1.68,34.7
Y13183,Female,79.83,1.65,29.29
Y13184,Female,79.38,1.78,25.11
Y13186,Female,69.85,1.57,28.17
Y13188,Female,74.84,1.78,23.67
Y13189,Female,56.7,1.6,22.14
Y13191,Male,74.84,1.78,23.67
Y13192,Male,63.5,1.83,18.99
Y13193,Male,63.5,1.75,20.67
Y13194,Male,72.57,1.75,23.63
Y13197,Male,88.45,1.65,32.45
Y13199,Male,90.72,1.75,29.53
Y13200,Male,74.84,1.73,25.09
Y13205,Male,74.84,1.63,28.32
Y13206,Male,97.52,1.83,29.16
Y13207,Male,52.16,1.6,20.37
Y13209,Male,67.13,1.75,21.86
Y13213,Male,83.46,1.78,26.4
Y13214,Male,68.49,1.75,22.3
Y13216,Male,76.66,1.88,21.7
Y13220,Male,81.65,1.73,27.37
Y13221,Male,108.86,1.75,35.44
Y13224,Male,63.5,1.8,19.53
Y13225,Male,78.02,1.7,26.94
Y13226,Male,106.59,1.83,31.87
Y13227,Male,94.8,1.85,27.57
Y13229,Male,72.57,1.83,21.7
Y13230,Male,81.65,1.75,26.58
Y13231,Male,70.31,1.73,23.57
Y13232,Male,81.65,1.63,30.9
Y13233,Male,72.57,1.85,21.11
Y13236,Male,79.38,1.68,28.25
Y13237,Male,83.91,1.75,27.32
Y13238,Male,63.5,1.7,21.93
Y13244,Male,99.79,1.73,33.45
Y13245,Male,79.38,1.68,28.25
Y13246,Male,66.22,1.78,20.95
Y13249,Male,135.17,1.8,41.56
Y13250,Male,127.01,1.83,37.97
Y13252,Male,77.56,1.68,27.6
Y13253,Male,74.84,1.75,24.37
Y13257,Male,82.55,1.78,26.11
Y13262,Female,68.95,1.68,24.53
Y13263,Male,65.77,1.83,19.67
Y13264,Male,77.11,1.78,24.39
Y13269,Male,104.33,1.88,29.53
Y13270,Male,91.63,1.65,33.61
Y13273,Male,72.57,1.7,25.06
Y13276,Female,117.03,1.73,39.23
Y13279,Male,95.25,1.83,28.48
Y13281,Male,80.74,1.78,25.54
Y13282,Male,63.5,1.7,21.93
Y13283,Male,88.45,1.9,24.37
Y13285,Male,79.38,1.73,26.61
Y13288,Male,98.43,1.68,35.02
Y13290,Male,70.31,1.68,25.02
Y13291,Male,58.97,1.65,21.63
Y13293,Male,94.35,1.75,30.72
Y13294,Male,63.5,1.7,21.93
Y13296,Male,88.45,1.83,26.45
Y13298,Male,70.76,1.75,23.04
Y13299,Male,83.91,1.8,25.8
Y13302,Male,68.95,1.7,23.81
Y13303,Male,72.57,1.75,23.63
Y13304,Female,57.61,1.55,24.0
Y13305,Female,63.96,1.68,22.76
Y13310,Male,95.25,1.8,29.29
Y13311,Male,68.04,1.68,24.21
Y13313,Male,88.45,1.78,27.98
Y13316,Male,74.84,1.65,27.46
Y13317,Male,69.85,1.73,23.42
Y13320,Male,83.91,1.88,23.75
Y13323,Female,60.33,1.57,24.33
Y13324,Male,63.5,1.68,22.6
Y13325,Male,77.11,1.78,24.39
Y13326,Female,145.15,1.6,56.68
Y13328,Male,86.18,1.8,26.5
Y13329,Male,58.97,1.75,19.2
Y13332,Male,83.91,1.8,25.8
Y13335,Male,65.77,1.73,22.05
Y13336,Male,81.65,1.73,27.37
Y13337,Male,76.2,1.6,29.76
Y13338,Male,79.38,1.73,26.61
Y13339,Male,86.18,1.7,29.76
Y13340,Male,72.57,1.73,24.33
Y13342,Male,95.25,1.83,28.48
Y13343,Male,79.38,1.7,27.41
Y13344,Male,88.45,1.75,28.8
Y13347,Male,92.99,1.68,33.09
Y13349,Male,70.76,1.7,24.43
Y13350,Male,92.08,1.7,31.79
Y13354,Male,68.04,1.75,22.15
Y13355,Male,68.04,1.78,21.52
Y13356,Male,65.77,1.52,28.32
Y13358,Male,75.3,1.75,24.51
Y13360,Male,77.56,1.78,24.54
Y13361,Male,89.36,1.75,29.09
Y13362,Male,83.01,1.78,26.26
Y13363,Female,73.03,1.63,27.64
Y13364,Male,117.93,1.85,34.3
Y13367,Female,74.84,1.65,27.46
Y13368,Female,102.97,1.6,40.21
Y13371,Female,98.88,1.63,37.42
Y13373,Female,77.11,1.65,28.29
Y13375,Female,70.31,1.68,25.02
Y13376,Male,77.11,1.8,23.71
Y13377,Male,70.31,1.8,21.62
Y13378,Male,,,
Y13379,Male,90.72,1.8,27.89
Y13380,Male,79.38,1.68,28.25
Y13382,Male,151.05,1.85,43.93
Y13383,Male,77.11,1.73,25.85
Y13385,Male,88.45,1.96,23.12
Y13386,Male,124.74,1.85,36.28
Y13388,Male,55.79,1.65,20.47
Y13395,Male,69.4,1.85,20.19
Y13396,Male,74.84,1.7,25.84
Y13399,Male,69.4,1.8,21.34
Y13400,Male,77.11,1.93,20.69
Y13401,Male,81.65,1.83,24.41
Y13402,Male,84.37,1.85,24.54
Y13403,Male,63.5,1.7,21.93
Y13406,Male,81.65,1.68,29.05
Y13408,Male,65.32,1.8,20.08
